Jenis_Rumah,Lokasi,KT,KM,Garasi_Null,Garasi,LT,LB,Harga,Harga_New,Juta
Rumah,"Semarang Timur, Semarang",4,2,2,2,208,125,1.6,1.6,
Rumah,"Semarang Barat, Semarang",3,2,2,2,173,126,1.6,1.6,
Rumah,"Semarang Barat, Semarang",3,2,3,3,173,126,1.6,1.6,
Rumah,"Tembalang, Semarang",2,1,2,2,195,130,1.6,1.6,
Rumah,"Semarang Barat, Semarang",3,2,2,2,200,130,1.6,1.6,
Rumah,"Semarang Barat, Semarang",3,1,,1,274,130,1.6,1.6,
Rumah,"Semarang Barat, Semarang",3,2,2,2,135,135,1.6,1.6,
Rumah,"Semarang Barat, Semarang",3,2,1,1,135,135,1.6,1.6,
Rumah,"Mijen, Semarang",4,2,2,2,179,135,1.6,1.6,
Rumah,"Semarang Barat, Semarang",3,3,,1,223,135,1.6,1.6,
Rumah,"Gajah Mungkur, Semarang",3,2,,1,140,140,1.6,1.6,
Rumah,"Mijen, Semarang",3,2,,1,161,140,1.6,1.6,
Rumah,"Semarang Utara, Semarang",4,2,1,1,168,140,1.6,1.6,
Rumah,"Semarang Barat, Semarang",4,2,1,1,195,140,1.6,1.6,
Rumah,"Gayamsari, Semarang",4,2,,1,238,140,1.6,1.6,
Rumah,"Tembalang, Semarang",8,8,2,2,148,145,1.6,1.6,
Rumah,"Tembalang, Semarang",8,8,,1,148,145,1.6,1.6,
Rumah,"Tembalang, Semarang",9,9,,1,148,145,1.6,1.6,
Rumah,"Tembalang, Semarang",9,9,2,2,148,145,1.6,1.6,
Rumah,"Tembalang, Semarang",3,2,1,1,105,150,1.6,1.6,
Rumah,"Pedurungan, Semarang",3,2,1,1,108,150,1.6,1.6,
Rumah,"Semarang Barat, Semarang",4,2,,1,145,150,1.6,1.6,
Rumah,"Gajah Mungkur, Semarang",3,1,1,1,147,150,1.6,1.6,
Rumah,"Semarang Timur, Semarang",3,2,1,1,168,150,1.6,1.6,
Rumah,"Semarang Timur, Semarang",3,2,1,1,180,150,1.6,1.6,
Rumah,"Ngaliyan, Semarang",3,2,2,2,185,150,1.6,1.6,
Rumah,"Ngaliyan, Semarang",3,2,,1,185,150,1.6,1.6,
Rumah,"Semarang Barat, Semarang",3,2,1,1,185,150,1.6,1.6,
Rumah,"Banyumanik, Semarang",3,3,1,1,185,150,1.6,1.6,
Rumah,"Pedurungan, Semarang",3,3,3,3,238,150,1.6,1.6,
Rumah,"Gajah Mungkur, Semarang",2,1,1,1,316,150,1.6,1.6,
Rumah,"Semarang Barat, Semarang",3,3,,1,210,154,1.6,1.6,
Rumah,"Gayamsari, Semarang",5,2,1,1,120,157,1.6,1.6,
Rumah,"Genuk, Semarang",3,2,,1,600,157,1.6,1.6,
Rumah,"Semarang Timur, Semarang",3,2,,1,98,160,1.6,1.6,
Rumah,"Gayamsari, Semarang",5,3,,1,123,160,1.6,1.6,
Rumah,"Banyumanik, Semarang",4,2,,1,195,160,1.6,1.6,
Rumah,"Banyumanik, Semarang",4,2,,1,224,160,1.6,1.6,
Rumah,"Pedurungan, Semarang",3,2,2,2,283,166,1.6,1.6,
Rumah,"Mijen, Semarang",3,3,,1,358,167,1.6,1.6,
Rumah,"Semarang Barat, Semarang",3,2,1,1,168,168,1.6,1.6,
Rumah,"Semarang Barat, Semarang",4,2,,1,128,170,1.6,1.6,
Rumah,"Banyumanik, Semarang",4,2,,1,90,180,1.6,1.6,
Rumah,"Banyumanik, Semarang",4,2,1,1,112,180,1.6,1.6,
Rumah,"Banyumanik, Semarang",4,2,2,2,112,180,1.6,1.6,
Rumah,"Semarang Tengah, Semarang",3,2,1,1,194,180,1.6,1.6,
Rumah,"Semarang Tengah, Semarang",3,2,2,2,194,180,1.6,1.6,
Rumah,"Ngaliyan, Semarang",4,1,2,2,220,180,1.6,1.6,
Rumah,"Semarang Barat, Semarang",4,3,,1,225,180,1.6,1.6,
Rumah,"Semarang Tengah, Semarang",7,3,,1,91,182,1.6,1.6,
Rumah,"Semarang Timur, Semarang",3,2,1,1,194,184,1.6,1.6,
Rumah,"Semarang Tengah, Semarang",5,2,1,1,208,184,1.6,1.6,
Rumah,"Pedurungan, Semarang",3,2,3,3,139,190,1.6,1.6,
Rumah,"Tembalang, Semarang",3,4,2,2,228,190,1.6,1.6,
Rumah,"Semarang Timur, Semarang",4,2,,1,115,200,1.6,1.6,
Rumah,"Gayamsari, Semarang",3,2,1,1,150,200,1.6,1.6,
Rumah,"Semarang Timur, Semarang",5,3,1,1,174,200,1.6,1.6,
Rumah,"Semarang Barat, Semarang",3,3,,1,200,200,1.6,1.6,
Rumah,"Semarang Barat, Semarang",3,4,2,2,200,200,1.6,1.6,
Rumah,"Semarang Barat, Semarang",3,4,1,1,200,200,1.6,1.6,
Rumah,"Pedurungan, Semarang",5,2,1,1,220,200,1.6,1.6,
Rumah,"Semarang Utara, Semarang",4,2,1,1,226,200,1.6,1.6,
Rumah,"Tembalang, Semarang",6,1,1,1,238,200,1.6,1.6,
Rumah,"Semarang Barat, Semarang",3,1,1,1,240,200,1.6,1.6,
Rumah,"Semarang Utara, Semarang",4,2,,1,240,200,1.6,1.6,
Rumah,"Pedurungan, Semarang",3,3,1,1,240,200,1.6,1.6,
Rumah,"Semarang Utara, Semarang",3,3,,1,240,200,1.6,1.6,
Rumah,"Gayamsari, Semarang",6,1,,1,242,200,1.6,1.6,
Rumah,"Semarang Timur, Semarang",3,1,1,1,250,200,1.6,1.6,
Rumah,"Tembalang, Semarang",3,1,,1,252,200,1.6,1.6,
Rumah,"Candisari, Semarang",3,2,,1,270,200,1.6,1.6,
Rumah,"Banyumanik, Semarang",6,3,1,1,283,200,1.6,1.6,
Rumah,"Banyumanik, Semarang",7,4,1,1,471,200,1.6,1.6,
Rumah,"Banyumanik, Semarang",5,4,1,1,176,210,1.6,1.6,
Rumah,"Semarang Timur, Semarang",3,2,1,1,219,219,1.6,1.6,
Rumah,"Banyumanik, Semarang",5,2,2,2,148,220,1.6,1.6,
Rumah,"Candisari, Semarang",4,3,,1,155,220,1.6,1.6,
Rumah,"Ngaliyan, Semarang",4,3,1,1,190,220,1.6,1.6,
Rumah,"Candisari, Semarang",6,3,,1,210,220,1.6,1.6,
Rumah,"Semarang Barat, Semarang",4,3,2,2,203,230,1.6,1.6,
Rumah,"Ngaliyan, Semarang",2,2,,1,305,240,1.6,1.6,
Rumah,"Pedurungan, Semarang",4,3,1,1,175,246,1.6,1.6,
Rumah,"Semarang Barat, Semarang",4,2,1,1,150,250,1.6,1.6,
Rumah,"Semarang Timur, Semarang",4,4,1,1,150,250,1.6,1.6,
Rumah,"Tembalang, Semarang",6,3,1,1,200,250,1.6,1.6,
Rumah,"Gunung Pati, Semarang",4,3,1,1,126,252,1.6,1.6,
Rumah,"Semarang Barat, Semarang",4,3,1,1,126,252,1.6,1.6,
Rumah,"Gunung Pati, Semarang",5,4,1,1,126,252,1.6,1.6,
Rumah,"Pedurungan, Semarang",9,3,,1,140,260,1.6,1.6,
Rumah,"Semarang Barat, Semarang",6,4,1,1,184,260,1.6,1.6,
Rumah,"Semarang Barat, Semarang",5,2,1,1,290,260,1.6,1.6,
Rumah,"Semarang Timur, Semarang",5,2,1,1,289,289,1.6,1.6,
Rumah,"Pedurungan, Semarang",5,5,,1,168,300,1.6,1.6,
Rumah,"Gunung Pati, Semarang",4,4,2,2,170,300,1.6,1.6,
Rumah,"Semarang Barat, Semarang",3,4,,1,200,300,1.6,1.6,
Rumah,"Gunung Pati, Semarang",4,4,1,1,274,300,1.6,1.6,
Rumah,"Tembalang, Semarang",6,3,1,1,172,305,1.6,1.6,
Rumah,"Mijen, Semarang",4,4,,1,180,310,1.6,1.6,
Rumah,"Tembalang, Semarang",4,3,,1,230,350,1.6,1.6,
Rumah,"Semarang Selatan, Semarang",6,3,1,1,274,350,1.6,1.6,
Rumah,"Banyumanik, Semarang",5,3,1,1,189,360,1.6,1.6,
Rumah,"Semarang Utara, Semarang",7,4,1,1,220,440,1.6,1.6,
Rumah,"Pedurungan, Semarang",4,3,1,1,294,440,1.6,1.6,
Rumah,"Semarang Utara, Semarang",4,3,,1,240,470,1.6,1.6,
Rumah,"Mijen, Semarang",3,3,,1,120,88,1.61,1.61,
Rumah,"Candisari, Semarang",3,3,2,2,90,108,1.61,1.61,
Rumah,"Genuk, Semarang",2,1,,1,912,383,1.61,1.61,
Rumah,"Genuk, Semarang",3,1,,1,912,383,1.61,1.61,
Rumah,"Semarang Utara, Semarang",4,2,,1,240,250,1.62,1.62,
Rumah,"Gajah Mungkur, Semarang",4,2,,1,405,300,1.62,1.62,
Rumah,"Gajah Mungkur, Semarang",5,2,,1,405,300,1.62,1.62,
"Rumah
Premier","Banyumanik, Semarang",2,2,1,1,90,83,1.63,1.63,
Rumah,"Mijen, Semarang",3,2,2,2,120,68,1.64,1.64,
Rumah,"Pedurungan, Semarang",2,1,2,2,99,150,1.64,1.64,
Rumah,"Mijen, Semarang",3,2,2,2,120,67,1.65,1.65,
Rumah,"Tembalang, Semarang",2,1,1,1,120,69,1.65,1.65,
Rumah,"Tembalang, Semarang",2,1,,1,162,69,1.65,1.65,
Rumah,"Banyumanik, Semarang",6,3,1,1,283,70,1.65,1.65,
Rumah,"Ngaliyan, Semarang",3,2,2,2,170,75,1.65,1.65,
Rumah,"Candisari, Semarang",3,2,,1,144,80,1.65,1.65,
Rumah,"Tembalang, Semarang",3,2,1,1,72,86,1.65,1.65,
Rumah,"Tembalang, Semarang",3,2,2,2,72,86,1.65,1.65,
Rumah,"Semarang Barat, Semarang",2,1,1,1,170,90,1.65,1.65,
Rumah,"Tembalang, Semarang",2,2,,1,110,100,1.65,1.65,
Rumah,"Semarang Barat, Semarang",3,2,2,2,150,100,1.65,1.65,
Rumah,"Semarang Barat, Semarang",3,2,,1,150,100,1.65,1.65,
Rumah,"Tembalang, Semarang",3,2,,1,162,105,1.65,1.65,
Rumah,"Tembalang, Semarang",3,3,1,1,172,105,1.65,1.65,
Rumah,"Semarang Selatan, Semarang",3,2,1,1,200,110,1.65,1.65,
Rumah,"Banyumanik, Semarang",3,2,2,2,168,112,1.65,1.65,
Rumah,"Ngaliyan, Semarang",3,1,,1,158,115,1.65,1.65,
Rumah,"Tembalang, Semarang",4,4,1,1,100,120,1.65,1.65,
Rumah,"Tembalang, Semarang",5,4,2,2,100,120,1.65,1.65,
Rumah,"Tembalang, Semarang",5,4,1,1,100,120,1.65,1.65,
Rumah,"Tembalang, Semarang",8,8,2,2,100,120,1.65,1.65,
Rumah,"Tembalang, Semarang",5,4,2,2,125,120,1.65,1.65,
Rumah,"Tembalang, Semarang",2,2,1,1,107,121,1.65,1.65,
Rumah,"Tembalang, Semarang",3,2,2,2,162,125,1.65,1.65,
Rumah,"Tembalang, Semarang",3,2,1,1,162,125,1.65,1.65,
Rumah,"Semarang Timur, Semarang",3,2,,1,162,125,1.65,1.65,
Rumah,"Gunung Pati, Semarang",4,2,,1,280,140,1.65,1.65,
Rumah,"Tembalang, Semarang",8,8,,1,145,148,1.65,1.65,
Rumah,"Gunung Pati, Semarang",9,9,1,1,160,150,1.65,1.65,
Rumah,"Ngaliyan, Semarang",3,3,2,2,169,150,1.65,1.65,
Rumah,"Semarang Barat, Semarang",3,2,2,2,198,150,1.65,1.65,
Rumah,"Semarang Barat, Semarang",3,2,,1,200,150,1.65,1.65,
Rumah,"Semarang Barat, Semarang",3,2,1,1,236,150,1.65,1.65,
Rumah,"Pedurungan, Semarang",3,3,3,3,238,150,1.65,1.65,
Rumah,"Semarang Barat, Semarang",3,2,1,1,250,150,1.65,1.65,
Rumah,"Pedurungan, Semarang",4,3,2,2,238,160,1.65,1.65,
Rumah,"Semarang Barat, Semarang",4,2,1,1,300,165,1.65,1.65,
Rumah,"Tembalang, Semarang",4,2,,1,112,180,1.65,1.65,
Rumah,"Banyumanik, Semarang",4,2,1,1,112,180,1.65,1.65,
Rumah,"Ngaliyan, Semarang",4,4,1,1,120,180,1.65,1.65,
Rumah,"Banyumanik, Semarang",4,2,,1,149,180,1.65,1.65,
Rumah,"Tembalang, Semarang",6,4,,1,192,180,1.65,1.65,
Rumah,"Gayamsari, Semarang",3,2,1,1,194,180,1.65,1.65,
Rumah,"Semarang Timur, Semarang",3,1,1,1,200,190,1.65,1.65,
Rumah,"Semarang Barat, Semarang",3,2,2,2,150,200,1.65,1.65,
Rumah,"Semarang Timur, Semarang",3,2,1,1,162,200,1.65,1.65,
Rumah,"Semarang Barat, Semarang",3,4,,1,200,200,1.65,1.65,
Rumah,"Semarang Barat, Semarang",4,4,2,2,200,200,1.65,1.65,
Rumah,"Semarang Barat, Semarang",4,4,,1,200,200,1.65,1.65,
Rumah,"Semarang Selatan, Semarang",5,2,,1,283,200,1.65,1.65,
Rumah,"Banyumanik, Semarang",6,2,2,2,168,250,1.65,1.65,
Rumah,"Semarang Tengah, Semarang",6,2,2,2,177,250,1.65,1.65,
Rumah,"Semarang Utara, Semarang",3,2,1,1,140,280,1.65,1.65,
Rumah,"Semarang Timur, Semarang",3,3,,1,325,300,1.65,1.65,
Rumah,"Banyumanik, Semarang",3,3,4,4,500,300,1.65,1.65,
Rumah,"Banyumanik, Semarang",5,2,,1,168,336,1.65,1.65,
Rumah,"Semarang Selatan, Semarang",6,2,,1,177,350,1.65,1.65,
Rumah,"Semarang Selatan, Semarang",6,2,2,2,177,350,1.65,1.65,
Rumah,"Semarang Selatan, Semarang",6,2,3,3,177,350,1.65,1.65,
Rumah,"Gayamsari, Semarang",5,3,1,1,240,360,1.65,1.65,
Rumah,"Pedurungan, Semarang",8,4,4,4,300,400,1.65,1.65,
Rumah,"Semarang Barat, Semarang",3,2,1,1,84,99,1.66,1.66,
Rumah,"Semarang Barat, Semarang",3,2,1,1,101,161,1.66,1.66,
Rumah,"Tembalang, Semarang",3,3,2,2,100,120,1.68,1.68,
Rumah,"Banyumanik, Semarang",3,3,1,1,145,210,1.68,1.68,
Rumah,"Semarang Selatan, Semarang",4,4,1,1,138,225,1.68,1.68,
Rumah,"Mijen, Semarang",3,2,1,1,120,60,1.7,1.7,
Rumah,"Banyumanik, Semarang",2,1,1,1,126,63,1.7,1.7,
Rumah,"Tembalang, Semarang",2,1,1,1,126,63,1.7,1.7,
Rumah,"Semarang Tengah, Semarang",2,1,,1,130,63,1.7,1.7,
Rumah,"Tembalang, Semarang",2,1,1,1,200,65,1.7,1.7,
Rumah,"Mijen, Semarang",2,2,2,2,120,66,1.7,1.7,
Rumah,"Ngaliyan, Semarang",2,2,2,2,120,66,1.7,1.7,
Rumah,"Tembalang, Semarang",2,1,,1,120,69,1.7,1.7,
Rumah,"Tembalang, Semarang",3,2,,1,126,69,1.7,1.7,
Rumah,"Tembalang, Semarang",2,1,1,1,162,69,1.7,1.7,
Rumah,"Semarang Barat, Semarang",2,2,2,2,121,74,1.7,1.7,
Rumah,"Ngaliyan, Semarang",3,3,,1,221,75,1.7,1.7,
Rumah,"Banyumanik, Semarang",2,2,1,1,150,79,1.7,1.7,
Rumah,"Tembalang, Semarang",3,2,2,2,105,80,1.7,1.7,
Rumah,"Tembalang, Semarang",3,2,1,1,108,80,1.7,1.7,
Rumah,"Ngaliyan, Semarang",2,1,,1,135,84,1.7,1.7,
Rumah,"Ngaliyan, Semarang",2,2,1,1,135,84,1.7,1.7,
Rumah,"Ngaliyan, Semarang",2,2,1,1,188,88,1.7,1.7,
Rumah,"Semarang Tengah, Semarang",3,2,,1,93,90,1.7,1.7,
Rumah,"Tembalang, Semarang",3,2,2,2,105,100,1.7,1.7,
Rumah,"Tembalang, Semarang",4,3,,1,105,100,1.7,1.7,
Rumah,"Tembalang, Semarang",4,3,2,2,105,100,1.7,1.7,
Rumah,"Banyumanik, Semarang",3,2,2,2,135,100,1.7,1.7,
Rumah,"Candisari, Semarang",2,2,1,1,144,100,1.7,1.7,
Rumah,"Mijen, Semarang",3,2,1,1,160,100,1.7,1.7,
Rumah,"Mijen, Semarang",3,2,,1,240,100,1.7,1.7,
Rumah,"Banyumanik, Semarang",3,2,1,1,90,105,1.7,1.7,
Rumah,"Tembalang, Semarang",2,2,,1,105,105,1.7,1.7,
Rumah,"Semarang Selatan, Semarang",2,2,,1,105,105,1.7,1.7,
Rumah,"Semarang Timur, Semarang",4,2,1,1,132,110,1.7,1.7,
Rumah,"Pedurungan, Semarang",2,1,1,1,192,110,1.7,1.7,
Rumah,"Semarang Barat, Semarang",4,3,2,2,96,115,1.7,1.7,
Rumah,"Semarang Barat, Semarang",5,2,1,1,150,117,1.7,1.7,
Rumah,"Semarang Barat, Semarang",4,3,,1,96,119,1.7,1.7,
Rumah,"Ngaliyan, Semarang",3,2,,1,123,119,1.7,1.7,
Rumah,"Ngaliyan, Semarang",3,2,2,2,123,119,1.7,1.7,
Rumah,"Semarang Barat, Semarang",4,2,,1,120,120,1.7,1.7,
Rumah,"Ngaliyan, Semarang",4,2,1,1,120,120,1.7,1.7,
Rumah,"Ngaliyan, Semarang",2,1,1,1,135,120,1.7,1.7,
Rumah,"Semarang Selatan, Semarang",3,1,,1,170,120,1.7,1.7,
Rumah,"Semarang Barat, Semarang",3,2,1,1,174,120,1.7,1.7,
Rumah,"Banyumanik, Semarang",3,3,1,1,180,120,1.7,1.7,
Rumah,"Ngaliyan, Semarang",4,3,4,4,186,120,1.7,1.7,
Rumah,"Ngaliyan, Semarang",4,3,,1,186,120,1.7,1.7,
Rumah,"Semarang Barat, Semarang",3,2,,1,200,120,1.7,1.7,
Rumah,"Pedurungan, Semarang",5,2,,1,269,120,1.7,1.7,
Rumah,"Semarang Utara, Semarang",4,3,2,2,96,125,1.7,1.7,
Rumah,"Semarang Utara, Semarang",4,3,,1,96,125,1.7,1.7,
Rumah,"Tembalang, Semarang",2,1,1,1,162,125,1.7,1.7,
Rumah,"Tembalang, Semarang",3,2,,1,162,125,1.7,1.7,
Rumah,"Semarang Barat, Semarang",4,2,,1,400,125,1.7,1.7,
Rumah,"Gajah Mungkur, Semarang",4,4,2,2,220,126,1.7,1.7,
Rumah,"Tembalang, Semarang",3,3,2,2,172,128,1.7,1.7,
Rumah,"Mijen, Semarang",3,2,2,2,225,129,1.7,1.7,
Rumah,"Semarang Timur, Semarang",2,2,,1,197,130,1.7,1.7,
Rumah,"Mijen, Semarang",3,2,1,1,238,130,1.7,1.7,
Rumah,"Mijen, Semarang",3,2,2,2,238,130,1.7,1.7,
Rumah,"Semarang Barat, Semarang",3,2,1,1,241,130,1.7,1.7,
Rumah,"Semarang Barat, Semarang",4,3,,1,241,130,1.7,1.7,
Rumah,"Ngaliyan, Semarang",4,3,1,1,241,130,1.7,1.7,
Rumah,"Semarang Barat, Semarang",3,2,1,1,265,130,1.7,1.7,
Rumah,"Semarang Timur, Semarang",4,1,1,1,132,132,1.7,1.7,
Rumah,"Gayamsari, Semarang",3,2,2,2,120,135,1.7,1.7,
Rumah,"Semarang Timur, Semarang",3,2,2,2,133,135,1.7,1.7,
Rumah,"Tembalang, Semarang",9,9,1,1,148,135,1.7,1.7,
Rumah,"Semarang Timur, Semarang",4,2,,1,152,136,1.7,1.7,
Rumah,"Semarang Tengah, Semarang",8,2,,1,122,137,1.7,1.7,
Rumah,"Mijen, Semarang",2,2,,1,160,140,1.7,1.7,
Rumah,"Mijen, Semarang",2,2,2,2,160,140,1.7,1.7,
Rumah,"Ngaliyan, Semarang",2,2,,1,160,140,1.7,1.7,
Rumah,"Mijen, Semarang",3,3,1,1,180,140,1.7,1.7,
Rumah,"Tembalang, Semarang",2,2,,1,144,144,1.7,1.7,
Rumah,"Semarang Selatan, Semarang",3,1,,1,187,145,1.7,1.7,
Rumah,"Candisari, Semarang",3,2,,1,167,149,1.7,1.7,
Rumah,"Tembalang, Semarang",3,2,1,1,90,150,1.7,1.7,
Rumah,"Semarang Utara, Semarang",4,2,2,2,130,150,1.7,1.7,
Rumah,"Semarang Barat, Semarang",6,3,2,2,157,150,1.7,1.7,
Rumah,"Banyumanik, Semarang",4,2,1,1,170,150,1.7,1.7,
Rumah,"Semarang Utara, Semarang",3,1,1,1,210,150,1.7,1.7,
Rumah,"Tembalang, Semarang",3,3,1,1,243,150,1.7,1.7,
Rumah,"Semarang Selatan, Semarang",2,1,1,1,299,150,1.7,1.7,
Rumah,"Banyumanik, Semarang",2,2,2,2,215,155,1.7,1.7,
Rumah,"Banyumanik, Semarang",2,2,1,1,215,155,1.7,1.7,
Rumah,"Ngaliyan, Semarang",3,1,1,1,160,160,1.7,1.7,
Rumah,"Semarang Selatan, Semarang",3,2,,1,164,160,1.7,1.7,
Rumah,"Semarang Barat, Semarang",4,2,,1,168,160,1.7,1.7,
Rumah,"Banyumanik, Semarang",4,3,1,1,170,160,1.7,1.7,
Rumah,"Semarang Barat, Semarang",3,3,1,1,175,160,1.7,1.7,
Rumah,"Semarang Selatan, Semarang",4,2,1,1,181,160,1.7,1.7,
Rumah,"Banyumanik, Semarang",3,2,1,1,218,160,1.7,1.7,
Rumah,"Semarang Barat, Semarang",4,2,,1,300,165,1.7,1.7,
Rumah,"Semarang Utara, Semarang",4,2,,1,168,168,1.7,1.7,
Rumah,"Semarang Barat, Semarang",3,2,,1,170,170,1.7,1.7,
Rumah,"Semarang Barat, Semarang",4,3,,1,170,170,1.7,1.7,
Rumah,"Semarang Barat, Semarang",4,2,1,1,176,170,1.7,1.7,
Rumah,"Semarang Utara, Semarang",3,1,1,1,210,170,1.7,1.7,
Rumah,"Semarang Barat, Semarang",3,2,,1,175,174,1.7,1.7,
Rumah,"Banyumanik, Semarang",4,2,1,1,120,177,1.7,1.7,
Rumah,"Semarang Timur, Semarang",3,1,1,1,178,178,1.7,1.7,
Rumah,"Gayamsari, Semarang",3,1,2,2,178,178,1.7,1.7,
Rumah,"Gayamsari, Semarang",3,1,1,1,213,178,1.7,1.7,
Rumah,"Semarang Barat, Semarang",4,3,2,2,318,179,1.7,1.7,
Rumah,"Tembalang, Semarang",3,3,1,1,90,180,1.7,1.7,
Rumah,"Tembalang, Semarang",3,3,2,2,90,180,1.7,1.7,
Rumah,"Tembalang, Semarang",3,3,,1,129,180,1.7,1.7,
Rumah,"Ngaliyan, Semarang",6,1,,1,180,180,1.7,1.7,
Rumah,"Semarang Timur, Semarang",3,2,,1,194,180,1.7,1.7,
Rumah,"Pedurungan, Semarang",3,2,,1,194,180,1.7,1.7,
Rumah,"Semarang Tengah, Semarang",3,2,2,2,194,180,1.7,1.7,
Rumah,"Semarang Timur, Semarang",4,2,,1,200,180,1.7,1.7,
Rumah,"Semarang Barat, Semarang",4,2,2,2,225,180,1.7,1.7,
Rumah,"Semarang Timur, Semarang",3,2,1,1,194,184,1.7,1.7,
"Rumah
Featured","Semarang Tengah, Semarang",5,2,1,1,208,184,1.7,1.7,
Rumah,"Banyumanik, Semarang",5,4,,1,128,186,1.7,1.7,
Rumah,"Pedurungan, Semarang",3,3,1,1,100,200,1.7,1.7,
Rumah,"Semarang Barat, Semarang",3,3,1,1,140,200,1.7,1.7,
Rumah,"Gajah Mungkur, Semarang",8,2,,1,147,200,1.7,1.7,
Rumah,"Semarang Timur, Semarang",5,3,,1,174,200,1.7,1.7,
Rumah,"Semarang Barat, Semarang",3,2,1,1,200,200,1.7,1.7,
Rumah,"Ngaliyan, Semarang",3,2,,1,200,200,1.7,1.7,
Rumah,"Ngaliyan, Semarang",3,2,2,2,200,200,1.7,1.7,
Rumah,"Ngaliyan, Semarang",3,2,2,2,239,200,1.7,1.7,
Rumah,"Gajah Mungkur, Semarang",8,8,2,2,240,200,1.7,1.7,
Rumah,"Tembalang, Semarang",6,2,,1,248,200,1.7,1.7,
Rumah,"Pedurungan, Semarang",5,3,2,2,250,200,1.7,1.7,
Rumah,"Tugu, Semarang",3,4,1,1,269,200,1.7,1.7,
Rumah,"Semarang Barat, Semarang",3,2,5,5,270,200,1.7,1.7,
Rumah,"Gajah Mungkur, Semarang",4,2,,1,299,200,1.7,1.7,
Rumah,"Mijen, Semarang",3,2,2,2,308,200,1.7,1.7,
Rumah,"Gajah Mungkur, Semarang",7,2,,1,147,220,1.7,1.7,
Rumah,"Semarang Utara, Semarang",3,2,1,1,200,220,1.7,1.7,
Rumah,"Semarang Barat, Semarang",3,2,,1,259,220,1.7,1.7,
Rumah,"Banyumanik, Semarang",4,4,2,2,250,225,1.7,1.7,
Rumah,"Semarang Barat, Semarang",7,7,,1,230,228,1.7,1.7,
Rumah,"Ngaliyan, Semarang",5,2,,1,164,230,1.7,1.7,
Rumah,"Semarang Barat, Semarang",5,2,,1,164,230,1.7,1.7,
Rumah,"Tembalang, Semarang",4,4,1,1,169,235,1.7,1.7,
Rumah,"Gayamsari, Semarang",4,2,5,5,236,236,1.7,1.7,
Rumah,"Tembalang, Semarang",5,3,2,2,170,240,1.7,1.7,
Rumah,"Semarang Barat, Semarang",4,4,,1,240,240,1.7,1.7,
Rumah,"Pedurungan, Semarang",5,3,,1,271,245,1.7,1.7,
Rumah,"Tembalang, Semarang",7,2,,1,156,250,1.7,1.7,
Rumah,"Semarang Timur, Semarang",4,3,,1,204,250,1.7,1.7,
Rumah,"Semarang Barat, Semarang",3,2,,1,236,250,1.7,1.7,
Rumah,"Semarang Selatan, Semarang",7,3,2,2,274,250,1.7,1.7,
Rumah,"Semarang Utara, Semarang",3,1,1,1,253,253,1.7,1.7,
Rumah,"Candisari, Semarang",4,2,,1,85,255,1.7,1.7,
Rumah,"Banyumanik, Semarang",3,3,,1,270,270,1.7,1.7,
Rumah,"Banyumanik, Semarang",2,2,1,1,189,275,1.7,1.7,
Rumah,"Semarang Utara, Semarang",3,2,,1,286,275,1.7,1.7,
Rumah,"Pedurungan, Semarang",3,2,,1,300,280,1.7,1.7,
Rumah,"Ngaliyan, Semarang",5,3,1,1,300,290,1.7,1.7,
Rumah,"Semarang Barat, Semarang",5,3,,1,150,300,1.7,1.7,
Rumah,"Semarang Barat, Semarang",4,4,2,2,174,300,1.7,1.7,
Rumah,"Semarang Selatan, Semarang",5,3,,1,179,300,1.7,1.7,
Rumah,"Semarang Timur, Semarang",3,4,,1,180,300,1.7,1.7,
Rumah,"Semarang Timur, Semarang",4,2,1,1,500,300,1.7,1.7,
Rumah,"Gajah Mungkur, Semarang",2,1,1,1,316,316,1.7,1.7,
Rumah,"Gajah Mungkur, Semarang",5,1,2,2,316,316,1.7,1.7,
Rumah,"Semarang Barat, Semarang",4,3,1,1,179,318,1.7,1.7,
Rumah,"Semarang Barat, Semarang",6,4,1,1,200,320,1.7,1.7,
Rumah,"Semarang Timur, Semarang",4,3,1,1,208,325,1.7,1.7,
Rumah,"Semarang Barat, Semarang",4,3,1,1,214,325,1.7,1.7,
Rumah,"Semarang Timur, Semarang",6,3,,1,258,350,1.7,1.7,
Rumah,"Semarang Barat, Semarang",4,3,2,2,96,119,1.72,1.72,
Rumah,"Banyumanik, Semarang",4,3,2,2,96,119,1.72,1.72,
Rumah,"Semarang Timur, Semarang",3,1,,1,200,200,1.72,1.72,
"Rumah
Featured","Tembalang, Semarang",8,8,2,2,127,148,1.73,1.73,
Rumah,"Tembalang, Semarang",3,2,2,2,120,120,1.74,1.74,
Rumah,"Semarang Barat, Semarang",3,2,1,1,105,69,1.75,1.75,
Rumah,"Banyumanik, Semarang",3,2,1,1,126,69,1.75,1.75,
Rumah,"Banyumanik, Semarang",2,1,,1,162,69,1.75,1.75,
Rumah,"Semarang Selatan, Semarang",2,1,1,1,162,69,1.75,1.75,
Rumah,"Banyumanik, Semarang",3,1,,1,241,72,1.75,1.75,
Rumah,"Banyumanik, Semarang",3,2,1,1,241,72,1.75,1.75,
Rumah,"Tembalang, Semarang",7,7,2,2,113,90,1.75,1.75,
Rumah,"Tembalang, Semarang",3,2,,1,209,90,1.75,1.75,
